Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Category,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station,num_facilities
3.0,2.0,1044,0,,"Apartment / Condominium, For Sale","Lift, Sauna, Swimming Pool, Gymnasium, Playground, Parking, Security, Minimart, Barbeque area, Club house, Jogging Track, Multipurpose hall",d'Brightton,Gsd Group,Leasehold,"Jalan Titiwangsa Tiara 3, Titiwangsa, Kuala Lumpur",2024.0,11.0,628.0,Condominium,2.0,Medium,Non Bumi Lot,E,"Bus Stop Guan Ying Ting
Bus Stop Courts Megastore Setapak
Bus Stop Guan Ying Ting (Opp)
Bus Stop Courts Megastore Setapak (Opp)
Bus Stop Taman P. Ramlee
Bus Stop Diamond Square (Opp)
Bus Stop Wisma Lotus
Bus Stop Diamond Square
Bus Stop 2 SRJK (C) Chung Hwa
Bus Stop Taman Genting Setapak
Bus Stop Rumah 148
Bus Stop Apartment Bandar Baru Sentul Block 77 (Opp)
Bus Stop 1 SRJK (C) Chung Hwa
Bus Stop Jalan Semarak Api
Bus Stop 1 Tadika Ayer Panas
Bus Stop Kg Puah
Bus Stop 2 Tadika Ayer Panas
Bus Stop SMK Bandar Baru Sentul
Bus Stop Surau
Bus Stop Kg Puah Bahagia
Bus Stop Surau Aljamiyyiah (Opp)
Bus Stop Flat Sri Perak",0,0,"SK Setapak
SJK (C) Chong Hwa
SJK (C) Mun Yee
SK Bandar Baru Sentul",0,570000,0,0,,12
3.0,2.0,1110,0,,"Apartment / Condominium, For Sale","Sauna, Multipurpose hall, Gymnasium, Swimming Pool, Security, Barbeque area, Parking, Playground, Minimart",Casa Desa Condominium,Faber Group,Freehold,"Jalan Desa Utama, Taman Desa, Kuala Lumpur",2008.0,22.0,410.0,Condominium,2.0,Medium,Non Bumi Lot,,,0,0,,0,570000,0,0,,9
3.0,2.0,900,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Jogging Track, Swimming Pool, Parking, Security, Gymnasium, Lift, Barbeque area, Playground",Eco Bloom @ Eco Meadows,Eco World Development Group Berhad,Freehold,"Jalan Paboi, Simpang Ampat, Penang",2020.0,33.0,490.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,490000,0,0,,9
3.0,2.0,904,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Lift, Parking, Gymnasium, Barbeque area, Playground, Swimming Pool, Security",Arena Residence @ Warisan Puteri,Ioi Properties Group Berhad,Freehold,"Jalan warisan sentral 3, Sepang, Selangor",2025.0,22.0,406.0,Service Residence,2.0,High,Non Bumi Lot,-,,0,0,,0,352000,0,0,,8
4.0,3.0,1766,0,,"Apartment / Condominium, For Sale","Swimming Pool, Multipurpose hall, Playground, Gymnasium, Jogging Track, Barbeque area, Parking, Security, Lift",Celesta Residency,Tgb Group Of Companies,Freehold,"1-2-10, Elit Avenue, Jalan Mayang Pasir 3, Bayan Lepas, Penang",2022.0,25.0,89.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1009000,0,0,,9
4.0,3.0,1338,0,,"Apartment / Condominium, For Sale","Playground, Security, Swimming Pool, Sauna, Gymnasium, Parking, Lift, Barbeque area, Multipurpose hall, Club house, Jogging Track",Sandilands @ Jelutong,Bhl Group Of Companies,Freehold,"Off Lebuhraya Tun Dr. Lim Chong Eu, Jelutong, Penang",2020.0,22.0,803.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,840000,0,0,,11
3.0,2.0,1219,0,,"Apartment / Condominium, For Sale","Security, Jogging Track, Sauna, Parking, Playground, Swimming Pool, Gymnasium, Lift, Barbeque area, Multipurpose hall",QuayWest Residence,Asia Green Group,Freehold,"Persiaran Bayan Indah Off Bayan Mutiara, Batu Uban, Penang",2021.0,24.0,1235.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,800000,0,0,,10
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Security, Swimming Pool, Gymnasium, Parking, Minimart",Residensi Bistaria,-,Freehold,"Jalan Ukay Bistari, Taman Ukay Bistari, Ampang, Selangor",2013.0,15.0,480.0,Condominium,1.0,-,Bumi Lot,E,"Bus Stop at Jalan AU 3/1 2
Bus Stop at SK Hulu Klang
Bus Stop at Kompleks Dawama
Bus Stop at Middle Ring Road 2 1
Bus Stop at Jalan AU 3/1 3",0,0,"Sekolah Kebangsaan Hulu Kelang
Sekolah Menengah Kebangsaan Seri Keramat
Sekolah Menengah Kebangsaan Lembah Keramat",0,275000,0,0,,6
3.0,2.0,1000,0,,"Apartment / Condominium, For Sale",-,Sunny Ville Condominium,-,Freehold,"Jalan Batu Uban, Gelugor, Penang",1994.0,22.0,504.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,,0,375000,0,0,,1
3.0,2.0,815,0,AEON Taman Equine,"Apartment / Condominium, For Sale","Swimming Pool, Gymnasium, Barbeque area, Parking, Minimart, Playground, Security",Vista Pinggiran,Lbs Bina Group Berhad,Leasehold,"Jalan Pinggiran Putra 1, Seksyen 2, Taman Pinggiran Putra, Seri Kembangan, Selangor",2004.0,20.0,998.0,Apartment,1.0,Medium,Non Bumi Lot,-,Bus Stop at Persiaran Lestari Perdana 1,0,0,,0,232000,0,0,,7
3.0,2.0,1002,0,,"Apartment / Condominium, For Sale",-,LakeFront Residence,Mct Berhad,Leasehold,"Off Persiaran Bestari, Cyberjaya, Selangor",2017.0,42.0,1932.0,Condominium,2.0,Low,Non Bumi Lot,E,,0,0,ELC International School,0,348000,0,0,,1
2.0,2.0,913,0,1 Mont Kiara,"Apartment / Condominium, For Sale","Barbeque area, Swimming Pool, Playground, Sauna, Parking, Squash Court, Gymnasium, Security",i-Zen @ Kiara 1,Ireka Development,Freehold,"No. 1, Jalan Kiara, Mont Kiara, Mont Kiara, Kuala Lumpur",2008.0,35.0,302.0,Condominium,2.0,-,Non Bumi Lot,E,"Bus Stop 1 Mont Kiara
Bus Stop Shoplex Mont Kiara
Bus Stop Arcoris
Bus Stop Plaza Damas
Bus Stop Plaza Crystelville
Bus Stop Mont Kiara International School
Bus Stop Garden International School
Bus Stop Lanai Kiara (Opp)
Bus Stop Casa Kiara
Bus Stop Taman Sri Hartamas
Bus Stop Hab Desa Sri Hartamas
Bus Stop Residensi Sefina
Bus Stop Desa Sri Hartamas (2)
Bus Stop Trinity Pentamont
Bus Stop Mont Kiara Banyan
Bus Stop Mont Kiara Meridin (Opp)
Bus Stop Impian Villas",0,0,"SK Seri Hartamas
Mont Kiara International School
Garden International School",0,630000,0,0,,8
5.0,4.0,2293,0,,"Apartment / Condominium, For Sale","Minimart, Playground, Lift, Sauna, Security, Gymnasium, Tennis Court, Squash Court, Club house, Parking, Jogging Track, Swimming Pool, Barbeque area, Multipurpose hall",Impian Heights,Ioi Properties Group Berhad,Freehold,"Jalan Pipit, Bandar Puchong Jaya, Puchong, Selangor",1999.0,16.0,520.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,548000,0,0,,14
3.0,2.0,969,0,,"Apartment / Condominium, For Sale","Barbeque area, Security, Playground, Swimming Pool, Lift, Parking, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track",The Netizen @ Bandar Tun Hussein Onn,Keb Group,Freehold,"Jalan Lengkok 1-B, Taman Cheras Perdana, Batu 10, Cheras, Selangor",2019.0,22.0,1196.0,Apartment,2.0,Medium,Non Bumi Lot,E,,0,0,,0,505000,0,0,"MRT Station Bandar Tun Hussein Onn (MRT Sungai Buloh-Kajang Line)
MRT Station Batu 11 Cheras (MRT Sungai Buloh-Kajang Line)",11
2.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Sauna, Gymnasium, Barbeque area, Multipurpose hall",Arte S,Arte Corp,Freehold,"Off Persiaran Bukit Gambier, Gelugor, Penang",2018.0,49.0,480.0,Service Residence,1.0,High,Non Bumi Lot,E,,0,0,,0,500000,0,0,,9
3.0,2.0,1035,0,,"Apartment / Condominium, For Sale","Swimming Pool, Parking, Security, Minimart, Gymnasium, Playground, Lift, Barbeque area",Serini Melawati,Sime Darby Property Berhad,Freehold,"Off Jalan Taman Melawati, Taman Melawati, Kuala Lumpur",2018.0,38.0,528.0,Service Residence,3.0,High,Non Bumi Lot,,,0,0,"SRA Al-Muttaqin
SMK Wangsa Melawati
SK Wangsa Melawati",0,700000,0,0,,8
3.0,2.0,930,0,,"Apartment / Condominium, For Sale","Jogging Track, Parking, Playground, Security, Lift, Multipurpose hall",Tunas Residensi @ Nada Bidara,Seri Pajam Development Sdn Bhd,Freehold,"71800, Negeri Sembilan, Nilai, Negeri Sembilan",2022.0,22.0,460.0,Apartment,2.0,Medium,Non Bumi Lot,,,0,0,,0,275000,0,0,,6
1.0,1.0,500,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Playground, Gymnasium, Swimming Pool, Sauna, Parking, Security, Lift, Minimart, Barbeque area","Swiss-Garden Resort Residences, Kuantan",Swiss Garden Group,Freehold,"Jalan Kuantan-Kemaman, Mukim Sungai Karang, Kuantan, Pahang",2014.0,22.0,177.0,Condominium,1.0,High,Non Bumi Lot,,,0,0,,0,450000,0,0,,10
4.0,2.0,1271,0,,"Apartment / Condominium, For Sale",-,Skycube Residence,Gsd Land (M) Sdn Bhd,Freehold,"Off Jalan Paya Terubong, Sungai Ara, Penang",2017.0,30.0,410.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,660000,0,0,,1
3.0,2.0,1010,0,Sungai Mas Plaza,"Apartment / Condominium, For Sale","Parking, Security, Swimming Pool, Gymnasium, Playground, Minimart, Multipurpose hall, Barbeque area, Tennis Court, Squash Court, Lift",Boulevard Serviced Apartment,-,Freehold,"Off Jalan Kuching, Jalan Ipoh, Kuala Lumpur",2014.0,22.0,480.0,Service Residence,1.0,Medium,Bumi Lot,,"Bus Stop Kok Lian Garden / PPR Pekan Batu
Bus Stop Kok Lian Commercial
Bus Stop Sri Kuching Garden
Bus Stop 2 Brem Mall
Bus Stop 1 Brem Mall
Bus Stop City Garden Commerical
Bus Stop Batu Garden Commercial
Bus Stop Kg Sri Delima
Bus Stop 1 SK Kampung Batu Jalan Ipoh
Bus Stop SPG Jln Jambu Golok
Bus Stop 2 SK Kampung Batu Jalan Ipoh
Bus Stop Lawa Garden
Bus Stop Segambut Football Field
Bus Stop SJKC Mun Choong
Bus Stop Lot Kedai Kok Doh (Opp)
Bus Stop Lot Kedai Kok Doh
Bus Stop Bamboo Garden Jalan Ipoh
Bus Stop Lawa Garden (West)
Bus Stop Kg Pasir Segambut
Bus Stop 1 Wisma Tnb Kepong (North)
Bus Stop Playground Field
Bus Stop Simpang Batu Kantomen / Caltex Jalan Ipoh
Bus Stop 2 Wisma Tnb Kepong (North)
Bus Stop Madrasah Manbaul Uloom
Bus Stop Bengkel Servis (Opp)
Bus Stop Bengkel Servis
Bus Stop Long House (North)
Bus Stop Madrasah Manbaul Uloom (Opp)",0,0,"Sekolah Menengah Kebangsaan Raja Ali
SK Sri Delima
Kompleks Dar-assa'adah
SMK Raja Abdullah
SJK (C) Mun Choong
SK Kg. Batu
SMK Dato Ibrahim Yaacob
Jinjang Selatan School",0,488888,0,0,"KTM Station Kampung Batu (Komuter Seremban Line)
MRT Station Kampung Batu (MRT Putrajaya Line) and KTM Station Kampung Batu (Seremban Line)",11
10.0,3.0,4500,0,,"Apartment / Condominium, For Sale",-,1 Desa Residence,Uoa Group,Freehold,"Jalan Desa Bakti 2, Taman Desa, Taman Desa, Kuala Lumpur",2007.0,13.0,104.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,3499999,0,0,,1
3.0,2.0,950,0,,"Apartment / Condominium, For Sale","Swimming Pool, Playground, Gymnasium, Lift, Parking, Security, Minimart, Barbeque area",Dwiputra Residences,Setia Promenade Sdn Bhd (Sp Setia),Freehold,"Precinct 15, Putrajaya, Putrajaya",2017.0,25.0,452.0,Apartment,2.0,High,Non Bumi Lot,,,0,0,,0,460000,0,0,,8
2.0,2.0,650,0,,"Apartment / Condominium, For Sale","Lift, Security, Parking, Playground, Multipurpose hall, Minimart",Desa Mawar,-,Leasehold,"Lintang Kampung Melayu 2, Ayer Itam, Penang",1999.0,19.0,1632.0,Apartment,2.0,High,Bumi Lot,,,0,0,,0,155000,0,0,,6
3.0,2.0,1002,0,,"Apartment / Condominium, For Sale","Parking, Security, Tennis Court, Lift, Squash Court, Swimming Pool, Playground, Gymnasium, Minimart, Club house",OHako,Marimo Land Sdn Bhd,Freehold,"Bandar Puchong Jaya, Puchong, Kuala Lumpur",2019.0,31.0,718.0,Service Residence,2.0,Medium,Non Bumi Lot,,,0,0,,0,550000,0,0,,10
3.0,2.0,1151,0,,"Apartment / Condominium, For Sale","Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart",Serin Residency,Trientel Land (Villamas Group),Freehold,"Jalan Fauna 1, OFF Persiaran Multimedia, Cyberjaya, Selangor",2014.0,30.0,600.0,Condominium,2.0,Medium,Non Bumi Lot,,,0,0,,0,425000,0,0,,10
2.0,2.0,1010,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Jogging Track, Club house, Tennis Court, Squash Court",Parc Regency Serviced Apartment,Malaysia Land Properties Sdn. Bhd.,Freehold,"Off Jalan Masai Baru, Plentong, Johor Bahru, Johor",2019.0,25.0,2003.0,Service Residence,2.0,High,Non Bumi Lot,-,,0,0,,0,396000,0,0,,14
1.0,1.0,500,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Playground, Gymnasium, Swimming Pool, Sauna, Parking, Security, Lift, Minimart, Barbeque area","Swiss-Garden Resort Residences, Kuantan",Swiss Garden Group,Freehold,"Jalan Kuantan-Kemaman, Mukim Sungai Karang, Kuantan, Pahang",2014.0,22.0,177.0,Condominium,1.0,High,Non Bumi Lot,,,0,0,,0,450000,0,0,,10
4.0,2.0,1271,0,,"Apartment / Condominium, For Sale",-,Skycube Residence,Gsd Land (M) Sdn Bhd,Freehold,"Off Jalan Paya Terubong, Sungai Ara, Penang",2017.0,30.0,410.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,660000,0,0,,1
3.0,2.0,1010,0,Sungai Mas Plaza,"Apartment / Condominium, For Sale","Parking, Security, Swimming Pool, Gymnasium, Playground, Minimart, Multipurpose hall, Barbeque area, Tennis Court, Squash Court, Lift",Boulevard Serviced Apartment,-,Freehold,"Off Jalan Kuching, Jalan Ipoh, Kuala Lumpur",2014.0,22.0,480.0,Service Residence,1.0,Medium,Bumi Lot,,"Bus Stop Kok Lian Garden / PPR Pekan Batu
Bus Stop Kok Lian Commercial
Bus Stop Sri Kuching Garden
Bus Stop 2 Brem Mall
Bus Stop 1 Brem Mall
Bus Stop City Garden Commerical
Bus Stop Batu Garden Commercial
Bus Stop Kg Sri Delima
Bus Stop 1 SK Kampung Batu Jalan Ipoh
Bus Stop SPG Jln Jambu Golok
Bus Stop 2 SK Kampung Batu Jalan Ipoh
Bus Stop Lawa Garden
Bus Stop Segambut Football Field
Bus Stop SJKC Mun Choong
Bus Stop Lot Kedai Kok Doh (Opp)
Bus Stop Lot Kedai Kok Doh
Bus Stop Bamboo Garden Jalan Ipoh
Bus Stop Lawa Garden (West)
Bus Stop Kg Pasir Segambut
Bus Stop 1 Wisma Tnb Kepong (North)
Bus Stop Playground Field
Bus Stop Simpang Batu Kantomen / Caltex Jalan Ipoh
Bus Stop 2 Wisma Tnb Kepong (North)
Bus Stop Madrasah Manbaul Uloom
Bus Stop Bengkel Servis (Opp)
Bus Stop Bengkel Servis
Bus Stop Long House (North)
Bus Stop Madrasah Manbaul Uloom (Opp)",0,0,"Sekolah Menengah Kebangsaan Raja Ali
SK Sri Delima
Kompleks Dar-assa'adah
SMK Raja Abdullah
SJK (C) Mun Choong
SK Kg. Batu
SMK Dato Ibrahim Yaacob
Jinjang Selatan School",0,488888,0,0,"KTM Station Kampung Batu (Komuter Seremban Line)
MRT Station Kampung Batu (MRT Putrajaya Line) and KTM Station Kampung Batu (Seremban Line)",11
10.0,3.0,4500,0,,"Apartment / Condominium, For Sale",-,1 Desa Residence,Uoa Group,Freehold,"Jalan Desa Bakti 2, Taman Desa, Taman Desa, Kuala Lumpur",2007.0,13.0,104.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,3499999,0,0,,1
3.0,2.0,950,0,,"Apartment / Condominium, For Sale","Swimming Pool, Playground, Gymnasium, Lift, Parking, Security, Minimart, Barbeque area",Dwiputra Residences,Setia Promenade Sdn Bhd (Sp Setia),Freehold,"Precinct 15, Putrajaya, Putrajaya",2017.0,25.0,452.0,Apartment,2.0,High,Non Bumi Lot,,,0,0,,0,460000,0,0,,8
2.0,2.0,650,0,,"Apartment / Condominium, For Sale","Lift, Security, Parking, Playground, Multipurpose hall, Minimart",Desa Mawar,-,Leasehold,"Lintang Kampung Melayu 2, Ayer Itam, Penang",1999.0,19.0,1632.0,Apartment,2.0,High,Bumi Lot,,,0,0,,0,155000,0,0,,6
3.0,2.0,1002,0,,"Apartment / Condominium, For Sale","Parking, Security, Tennis Court, Lift, Squash Court, Swimming Pool, Playground, Gymnasium, Minimart, Club house",OHako,Marimo Land Sdn Bhd,Freehold,"Bandar Puchong Jaya, Puchong, Kuala Lumpur",2019.0,31.0,718.0,Service Residence,2.0,Medium,Non Bumi Lot,,,0,0,,0,550000,0,0,,10
3.0,2.0,1151,0,,"Apartment / Condominium, For Sale","Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart",Serin Residency,Trientel Land (Villamas Group),Freehold,"Jalan Fauna 1, OFF Persiaran Multimedia, Cyberjaya, Selangor",2014.0,30.0,600.0,Condominium,2.0,Medium,Non Bumi Lot,,,0,0,,0,425000,0,0,,10
2.0,2.0,1010,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Jogging Track, Club house, Tennis Court, Squash Court",Parc Regency Serviced Apartment,Malaysia Land Properties Sdn. Bhd.,Freehold,"Off Jalan Masai Baru, Plentong, Johor Bahru, Johor",2019.0,25.0,2003.0,Service Residence,2.0,High,Non Bumi Lot,-,,0,0,,0,396000,0,0,,14
4.0,2.0,850,0,,"Apartment / Condominium, For Sale","Security, Parking, Minimart, Gymnasium, Multipurpose hall, Swimming Pool, Lift, Playground",Residensi Bistaria,-,Freehold,"Jalan Ukay Bistari, Taman Ukay Bistari, Ampang, Selangor",2013.0,15.0,480.0,Condominium,1.0,-,Bumi Lot,E,"Bus Stop at Jalan AU 3/1 2
Bus Stop at SK Hulu Klang
Bus Stop at Kompleks Dawama
Bus Stop at Middle Ring Road 2 1
Bus Stop at Jalan AU 3/1 3",0,0,"Sekolah Kebangsaan Hulu Kelang
Sekolah Menengah Kebangsaan Seri Keramat
Sekolah Menengah Kebangsaan Lembah Keramat",0,260000,0,0,,8
3.0,2.0,754,0,,"Apartment / Condominium, For Sale","Minimart, Security, Playground, Parking, Gymnasium",Spring Ville,Talam Transform Berhad,Leasehold,"Jalan UP 1/1, Ukay Perdana, Ampang, Selangor",2011.0,12.0,1000.0,Service Residence,1.0,High,Bumi Lot,E,,0,0,,0,230000,0,0,,5
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Jogging Track, Minimart, Multipurpose hall",Mentari Court,Mentari Group,Leasehold,"Jalan PJS8/9, Petaling Jaya, Selangor",2006.0,18.0,200.0,Apartment,1.0,High,Non Bumi Lot,E,"Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Federal Highway Motorcycle Lane 5",0,0,"Sri Emas International School
Sekolah Kebangsaan Kampung Lindungan
Sekolah Kebangsaan Sungei Way",0,260000,0,0,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang),8
5.0,6.0,2723,0,Kiara 163,"Apartment / Condominium, For Sale","Sauna, Parking, Swimming Pool, Club house, Squash Court, Barbeque area, Gymnasium, Security, Playground",Kiara 1888,Prisma Melody,Freehold,"Jalan Kiara 3,, Mont Kiara, Kuala Lumpur",2008.0,28.0,182.0,Condominium,2.0,High,Non Bumi Lot,,"Bus Stop Residensi Sefina
Bus Stop Casa Kiara
Bus Stop Trinity Pentamont
Bus Stop Garden International School
Bus Stop Arcoris
Bus Stop Mont Kiara International School
Bus Stop Shoplex Mont Kiara
Bus Stop Impian Villas
Bus Stop Lanai Kiara (Opp)
Bus Stop Mont Kiara Banyan
Bus Stop 1 Mont Kiara
Bus Stop Mont Kiara Meridin (Opp)
Bus Stop Hab Desa Sri Hartamas
Bus Stop Plaza Crystelville
Bus Stop Desa Sri Hartamas (2)",0,0,"Mont Kiara International School
Garden International School",0,1520000,0,0,,9
3.0,2.0,1200,0,,"Apartment / Condominium, For Sale","Parking, Security",Tamara,Putrajaya Holdings,Freehold,"Jalan P8h, Presint 8,  Wilayah Persekutuan, Putrajaya, Putrajaya",2016.0,22.0,480.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,600000,0,0,,2
3.0,2.0,1200,0,Eko Cheras Mall,"Apartment / Condominium, For Sale","Security, Jogging Track, Lift, Barbeque area, Sauna, Minimart, Playground, Swimming Pool, Gymnasium, Parking, Tennis Court",EkoCheras Service Apartment,Ekovest Berhad,Freehold,"Jalan Cheras, Taman Mutiara Barat, Cheras 9 Miles, Cheras, Kuala Lumpur",2017.0,60.0,1516.0,Service Residence,2.0,Medium,Non Bumi Lot,-,Bus Stop Jalan Kaskas Satu,0,0,SK Taman Segar,0,660000,0,0,MRT Station Taman Mutiara (MRT Sungai Buloh-Kajang Line),11
3.0,2.0,950,0,,"Apartment / Condominium, For Sale","Parking, Lift, Playground, Swimming Pool, Gymnasium",Dwiputra Residences,Setia Promenade Sdn Bhd (Sp Setia),Freehold,"Precinct 15, Putrajaya, Putrajaya",2017.0,25.0,452.0,Condominium,2.0,-,Bumi Lot,E,,0,0,,0,420000,0,0,,5
2.0,2.0,740,0,,"Apartment / Condominium, For Sale","Security, Parking, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium",One Sentral Serviced Residence Nusajaya,Country View Berhad,Freehold,"Nusa Sentral, Iskandar Puteri, Johor",2016.0,20.0,426.0,Service Residence,1.0,Medium,Non Bumi Lot,AE,,0,0,,0,355000,0,0,,7
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Gymnasium, Security, Minimart, Jogging Track, Parking, Swimming Pool, Playground",Mutiara Heights,-,Leasehold,"2A & 2B, Lintang Hajjah Rehmah,, Jelutong, Penang",2005.0,29.0,525.0,Apartment,1.0,High,Non Bumi Lot,E,,0,0,,0,328000,0,0,,7
3.0,3.0,1493,0,,"Apartment / Condominium, For Sale","Barbeque area, Club house, Parking, Playground, Minimart, Swimming Pool, Jogging Track, Sauna, Security",Damansara Foresta,Land & General Berhad,Freehold,"Persiaran Meranti, Bandar Sri Damansara, Sri Damansara, Kuala Lumpur",2016.0,22.0,229.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,680000,0,0,,9
1.0,1.0,450,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Solstice @ Pan'gaea,Osk Property Holdings Berhad,Freehold,"Persiaran Bestari, Cyber 11, Cyberjaya, Selangor",2016.0,40.0,946.0,Condominium,1.0,Medium,Bumi Lot,E,,0,0,,0,199000,0,0,,14
2.0,2.0,1010,0,,"Apartment / Condominium, For Sale","Parking, Security, Playground, Lift, Swimming Pool, Gymnasium, Barbeque area, Sauna, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track, Club house",Parc Regency Serviced Apartment,Malaysia Land Properties Sdn. Bhd.,Freehold,"Off Jalan Masai Baru, Plentong, Johor Bahru, Johor",2019.0,25.0,2003.0,Service Residence,2.0,High,Non Bumi Lot,-,,0,0,,0,396000,0,0,,14
3.0,2.0,870,0,,"Apartment / Condominium, For Sale","Swimming Pool, Jogging Track, Minimart, Security, Gymnasium, Sauna, Parking, Playground, Lift",Ashton Tower,Scp Group,Leasehold,"Off Kolombong, Kota Kinabalu, Sabah",2016.0,29.0,391.0,Service Residence,2.0,Medium,Non Bumi Lot,E,,0,0,,0,420000,0,0,,9
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Gymnasium, Jogging Track, Barbeque area, Parking, Security, Playground",Taman Kheng Tian,Belleview Group,Freehold,"Jalan Van Praagh, Jelutong, Penang",2006.0,20.0,480.0,Apartment,2.0,High,Non Bumi Lot,E,,0,0,,0,360000,0,0,,6
4.0,5.0,5619,0,,"Apartment / Condominium, For Sale","Gymnasium, Playground, Swimming Pool, Squash Court, Multipurpose hall, Parking, Sauna, Security, Lift, Barbeque area, Club house, Jogging Track, Tennis Court",The Light Collection IV,Ijm Land Berhad,Freehold,"Jalan Pantai Sinaran, Gelugor, Penang",2017.0,6.0,98.0,Condominium,4.0,High,Non Bumi Lot,E,,0,0,,0,4000000,0,0,,13
3.0,2.0,1168,0,,"Apartment / Condominium, For Sale","Minimart, Multipurpose hall, Gymnasium, Barbeque area, Playground, Swimming Pool, Lift, Parking, Security, Tennis Court, Squash Court, Jogging Track, Sauna, Club house",The Sky Executive Suites @ Bukit Indah,Setia Promenade Sdn Bhd (Sp Setia),Freehold,"Jalan Indah 15, Bukit Indah, Johor Bahru, Johor",2013.0,25.0,364.0,Service Residence,2.0,Medium,Non Bumi Lot,-,,0,0,,0,470000,0,0,,14
4.0,5.0,3735,0,,"Apartment / Condominium, For Sale","Security, Minimart, Gymnasium, Multipurpose hall, Swimming Pool, Tennis Court, Barbeque area, Club house, Playground, Squash Court, Sauna, Parking, Lift",The Light Collection III,Ijm Land Berhad,Freehold,"Jalan Pantai Sinaran, Gelugor, Penang",2015.0,11.0,190.0,Condominium,3.0,-,Non Bumi Lot,E,,0,0,,0,3100000,0,0,,13
